texto,calificacion,tipo_lugar,fuente,fecha,lugar,polaridad
"Muy bonito, se pueden divertir toda la familia. Aconsejo el paso rápido para las atracciones porque se hacen muchas filas para salir en las atracciones. Pero vale la pena , muy bonito para pasar un bello día en familia",5.0,parque,google_maps,Hace un año,Parque Diversiones,positiva
"El Disney Centroamericano, las entradas son costosas, pero vale la pena, tiene muchas actividades y aparatos, la familia entera se divierte junta, excelente para grandes y chicos, todo bien cuidado, baños limpios y abundantes, al igual que vestidores para los juegos acuaticos, le dan mantenimiento constante a los aparatos, así que da tranquilidad subirse. Las comidas son bastante caras, pero tienen la opción de llevar cosas de picar, emparedados, cosas de tomar, alquilar casillero y dejar todo guardado e irlo a buscar en la medida que lo necesites. Ojo si vas fin de semana dicen qur las filas a los aparatos son infinitas, busca un día entre semana con menos gente y asunto resuelto.",5.0,parque,google_maps,Hace 2 años,Parque Diversiones,positiva
"Buena diversión, había olvidado que tenían muchos juegos de agua. La pasé bien. Me gustó que mejoraron mucho el Food Curt.",5.0,parque,google_maps,Hace 7 meses,Parque Diversiones,positiva
"Las modificaciones y arreglos han dado muy buenos resultados. Las atracciones tienen mejoras que las hacen más atractivas. El área de comidas (ahora PicNic), ha mejorado mucho sus instalaciones y permite encontrar un lugar donde sentarse a comer sin pasar las penurias de tiempos atrás ( al fondo hay un salón de solo mesas para comer) Por la noche, la iluminación de los árboles es fantástica. Aproveche estas épocas navideñas para que disfrute de estar ahí",5.0,parque,google_maps,Hace 2 años,Parque Diversiones,positiva
"¡El Parque Diversiones es pura adrenalina y diversión en Costa Rica! Montañas rusas emocionantes, juegos para todas las edades y un ambiente familiar increíble. ¡Un día inolvidable garantizado!",5.0,parque,google_maps,Hace un año,Parque Diversiones,positiva
El lugar está excelente para llevar a los niños tiene buenos juegos esta chevere disfrutas si quieres pagas el pase rápido igual las filas no está tan largas después se vacía y se mueve rápido la fila pero con el pase rápido si tienes más preferencia en los juegos 10/10 la experiencia me encantó iría denuevo,5.0,parque,google_maps,Hace un año,Parque Diversiones,positiva
"La verdad es un parque de atracciones bastante bien hecho. Lo tienen muy bien cuidado, limpio y ordenado. Las atracciones que tienen son bastantes buenas y la organización de actividades en temporada alta es muy apropiada. Realmente lo recomiendo como paseo familiar. Se disfruta bastante.",5.0,parque,google_maps,Hace un año,Parque Diversiones,positiva
"El lugar es bonito, hay que aprovechar cuando hay promos de entrada porque una sola si es cara.",5.0,parque,google_maps,Hace 4 meses,Parque Diversiones,positiva
"Valió la pena hasta el último centavo gastado, recomendaciónes: lleven otra muda de ropa para las atracciones acuáticas que son las mejores, bloqueador, el pase rápido depende su utilidad el día que vayan, fuimos un martes y con el pase especial fue más que suficiente, los juegos para ganar peluches y esas cosas son un Robo en todo el día no ví a nadie ganar , dentro hay variedad de comida si quieres comprar, en fin todo muy limpio y bien organizado",5.0,parque,google_maps,Hace un año,Parque Diversiones,positiva
El lugar es bien cuidado pero después de tantos años ya necesita nuevas atracciones para distribuir mejor la cantidad de gente.,4.0,parque,google_maps,Hace 4 meses,Parque Diversiones,positiva
"Visité este lugar en semana santa, lo que me dio la ventaja de no hacer mucha fila. Además aproveché una promoción de 2x1 en pase especial, lo que bajó mucho el costo de la entrada. Tengo que aceptar y entender que este lugar está hecho para tener que hacer fila, porque cuando vas y no hay filas, relativamente rápido disfrutas de todos los juegos que puedes disfrutar, en síntesis Pacuare, Boomerang, Tornado, Tobellino, y alguno más. Pero los juegos no son la única atracción, está Pueblo Antiguo, La granja (mis comentarios debajo), un parque con bancas y mesas, así como plaza tío conejo para los más pequeños. Todo muy bien, a excepción de la granja, unos cuantos caballos, unas gallinas, un par de caprinos, los cuales ni siquiera se pueden tocar; personalmente creo que deberían de cerrarla. Cuenta además con heladerías y restaurantes, por lo que no es necesario salir del lugar a la hora del almuerzo. Cuenta con un enorme parqueo, cosa que me agrada mucho, y aunque las ""calles"" de este parque se prestan para ser recorridas en sillas de ruedas, el uso de los juegos es otra cosa, y no es culpa del parque, los juegos son hechos de esa manera. En general me gusta, es un buen lugar para pasar un día agradable.",3.0,parque,google_maps,Hace 2 años,Parque Diversiones,neutral
"Todo muy bien, pero una muchacha que estaba en el splash ayer, se comportó grosera con mi novio, ya que él no entendió la indicación de la muchacha sobre movernos de lugar porque no escuchó bien, por lo que le negó la indicación ya que no comprendió el hecho de que era una indicación, y no supo que quiso decir la muchacha, aun así él no fue grosero, de ahí luego ella respondió grosera como si él le hubiese respondido mal. Luego de terminar el juego, nos volvimos a montar y ya la muchacha nos estaba haciendo caras",2.0,parque,google_maps,Hace 3 meses,Parque Diversiones,negativa
"Un mágico lugar para que los hijos disfruten y los padres se cansen bastante hasta que todo les duela. A la llegada una fila enooooorme, 40 minutos de espera. Salida al parqueo complicado en momentos de cierre, otra hora de esperar. Buena atención del personal y mala y cara la comida lento para servir pero se entiende por la alta demanda",5.0,parque,google_maps,Hace 6 meses,Parque Diversiones,positiva
"El mejor lugar para disfrutar en familia. Y de paso, colaborar con el Hospital de Niños. Buena variedad de atracciones y zonas para almorzar. Precios razonables. Se toman muy en serio las medidas de higiene y hay alcohol para desinfectar las manos prácticamente en todo el parque. Muy contento con la visita.",5.0,parque,google_maps,Hace 4 años,Parque Diversiones,positiva
Pasamos un día genial a pesar de la lluvia no nos alcanzó el día no pudimos volver a disfrutar del splash por mantenimiento. Pero es agradable ver las caritas de familias enteras o amigos que llegan a disfrutar de los juegos y saber que se está contribuyendo con el HNN da aún más felicidad,5.0,parque,google_maps,Hace 2 años,Parque Diversiones,positiva
"Fue mejor de lo que pensé, el concepto es más acuático que nada. Estacionamiento, lugares de comida, pase rápido especial para no hacer fila. Vestidores, casilleros, carros para bebés. NO HAY CAJEROS. Te recomiendo llegar en la mañana, lleva ropa ligera que se pueda mojar, súbete a todos los de agua sin miedo a empaparte, te cambias y después te subes a los juegos mecánicos en seco pasando todo el día dentro del parque, es la mejor manera de que aproveches la pulsera especial. Busca días de promoción en su página oficial, si no es mucho más caro. Yo encontré una de Pase Rápido sin hacer fila de 14,000 ¢/ $500 mexicanos. La comida no es tan cara adentro, también hay pase general para quien no se sube a los juegos y actividades para los niños más pequeños.",4.0,parque,google_maps,Hace 3 años,Parque Diversiones,positiva
"Fue muy divertido, sobre todo los juegos acuáticos. Nos gustó mucho y tuvimos suerte de conseguir el pase especial al 2x1, además no hubo mucha espera entre cada juego.",5.0,parque,google_maps,Hace un año,Parque Diversiones,positiva
Fui con mi familia muy linda la experiencia super recomendada mis seres queridos disfrutaron mucho la estadía,4.0,parque,google_maps,Hace un año,Parque Diversiones,positiva
"Cómo es posible que no dejen ingresar con un bulto solo porque tiene rodines, en qué puede afectar que uno ande un bulto con ruedas para no andarlos en la espalda todo el día, hace tiempo lo ingresamos y no hubo inconveniente, pero está última vez que fuimos nos hicieron sacados de la fila porqué ""no se puede ingresar con ese bulto"" , tras de que uno está pagando me parece ilógico.",1.0,parque,google_maps,Hace una semana,Parque Diversiones,negativa
"Excelente lugar para disfrutar con los hijos, recomiendo comprar el pase rápido porque algunas filas son muy largas.",5.0,parque,google_maps,Hace un año,Parque Diversiones,positiva
"Un excelente lugar para disfrutar en familia,tenia 19 años de no visitar el Parque asi que aproveche llevar a mi esposa y mis hijos. Es una mezcla de nostalgia y emoción poder visitarlo nuevamente.",5.0,parque,google_maps,Hace 2 años,Parque Diversiones,positiva
"Compren el pase Rápido,Vale la pena!!!! Deberían de poner Tubos de agua para rellenar las botellas.",5.0,parque,google_maps,Hace 5 meses,Parque Diversiones,positiva
"Bonito lugar para divertirse en familia. Precios de las bebidas naturales y pizza están por encima de los mismos lugares fuera del parque, pizza Hut grande 13 500, super pack familiar 26500 2 pizzas, bread sticks, bebida 2 Lts. Mejor día para ir es Jueves. Llevar ropa extra para juegos acuáticos, pueden llevar snacks o cosas de picar, los eskites recomendados, son muy ricos... Si van Sábados o Domingos, comprar el pase rápido precio 6700 por persona pero vale la pena el ahorrarse 1.5 horas haciendo fila vs 15 minutos o menos. Si compran en Rostipollos mejor comprar el Plato llamado Piqueo en 14900 vs al Funny Pack en 20900 ya que el entero de pollo es muy pequeño, la ensalada no sabe bien, bebida de 1.5 litros y no hay refill dentro del parque. Lleve ropa extra y ganas de pasarla bien.",4.0,parque,google_maps,Hace 2 años,Parque Diversiones,positiva
Lugar muy lindo y grandes atracciones lo único malo es que hay que hacer mucha fila para acceder a los juegos mecánico,4.0,parque,google_maps,Hace un año,Parque Diversiones,positiva
"Un lugar increible. Mucha naturaleza. Las instalaciones un poco deterioradas especialmente los baños. Pero en general todavia esta bien, se pasa una buena noche.",5.0,parque,google_maps,3 semanas atrás,Parque Nacional Chirripó,positiva
"Espectacular, el chirripo saca lo mejor de ti. Recomiendo ir preparado para caminatas largas y el frío. En el refugios base Crestones nos atendieron muy bien. Ahora hay disponible conexión a Internet gratis.",5.0,parque,google_maps,Hace 9 meses,Parque Nacional Chirripó,positiva
Es toda una experiencia de vida. Dure unas 8 horas en el ascenso al albergue a mi ritmo saliendo de San Gerardo de Rivas a las 2 am. Creo que es mejor subir de noche porque de día los ascensos son muy intimidantes. En el albergue hay WI-FI en el comedor pero no hay electricidad para cargar celulares o cámaras... importante llevar un Power Bank (batería). Calculen llevar solo lo necesario...el costo de subir las maletas es de casi 3000 colones por kilo. En verdad super recomendado si tienen la condición física y la motivación para conocer este magnífico lugar.,5.0,parque,google_maps,Hace 2 años,Parque Nacional Chirripó,positiva
"Una montaña increíble, un maravilloso lugar. El albergue y servicios les falta mejorar, la infraestructura está deteriorada y hay poco mantenimiento, la limpieza es apenas lo aceptable, sin embargo bancas, ventanas exteriores, puertas, grifería, duchas ya ocupan remplazo y de buen gusto para estar acorde al nivel esperado en un sitio tan bonito. En refugio base se ocupa de rotulación básica y agua potable de fácil acceso.",3.0,parque,google_maps,Hace 7 meses,Parque Nacional Chirripó,neutral
